unique_id,product_name,pdp_url
3600531716332,"Tekoča podlaga Lifter Plump & Glow 220, 30 ml",https://www.dm.si/p/d/3113567/maybelline-new-york-tekoca-podlaga-lifter-plump-glow-220
5903416038146,"Vodoodporni korektor Liquid Camouflage, 01 Light Porcelain, 7 ml",https://www.dm.si/p/d/2558280/eveline-cosmetics-vodoodporni-korektor-liquid-camouflage-01-light-porcelain
5903416062073,"Osvetljevalec Variété 01, 4,5 g",https://www.dm.si/p/d/2965949/eveline-cosmetics-osvetljevalec-variete-01
5903416067559,"Vodoodporni korektor Liquid Camouflage, 06 Medium Beige, 7 ml",https://www.dm.si/p/d/2967188/eveline-cosmetics-vodoodporni-korektor-liquid-camouflage-06-medium-beige
3614226985835,"Rdečilo za lica Maxi Blush, 001 Third Base, 9 g",https://www.dm.si/p/d/2148471/rimmel-london-rdecilo-za-lica-maxi-blush-001-third-base
30121096,"Lak za nohte Super Gel, 012 Soul Session, 12 ml",https://www.dm.si/p/d/2139743/rimmel-london-lak-za-nohte-super-gel-012-soul-session
5903416062103,"Osvetljevalec Variété 02, 4,5 g",https://www.dm.si/p/d/2965950/eveline-cosmetics-osvetljevalec-variete-02
5903416038177,"Vodoodporni korektor Liquid Camouflage, 04 Light Almond, 7 ml",https://www.dm.si/p/d/2558284/eveline-cosmetics-vodoodporni-korektor-liquid-camouflage-04-light-almond
3616304825118,"Lasting Finish tekoči puder, 201 Classic Beige, 30 ml",https://www.dm.si/p/d/2169121/rimmel-london-lasting-finish-tekoci-puder-201-classic-beige
3614220954042,"Tekoča podlaga Match Perfection, 103 True Ivory, 30 ml",https://www.dm.si/p/d/2151698/rimmel-london-tekoca-podlaga-match-perfection-103-true-ivory
3600531694180,"Tekoče rdečilo za lica Sunkisser Matte, 30 Pink Mirage, 4,7 ml",https://www.dm.si/p/d/2978460/maybelline-new-york-tekoce-rdecilo-za-lica-sunkisser-matte-30-pink-mirage
3616304789908,"Nadlak za nohte Ultra Shine, 12 ml",https://www.dm.si/p/d/2169544/rimmel-london-nadlak-za-nohte-ultra-shine
3616306361898,"Tekoča podlaga Kind & Free Blur It Out, 163 Golden Vanilla, 30 ml",https://www.dm.si/p/d/3038967/rimmel-london-tekoca-podlaga-kind-free-blur-it-out-163-golden-vanilla
3614220954066,"Tekoča podlaga Match Perfection, 201 Classic Beige, 30 ml",https://www.dm.si/p/d/2139853/rimmel-london-tekoca-podlaga-match-perfection-201-classic-beige
